publication_id,affiliation_id
http://arxiv.org/abs/1905.04175v1,196
http://arxiv.org/abs/1905.04175v1,197
http://arxiv.org/abs/1905.04175v1,198
http://arxiv.org/abs/1905.04175v1,171
http://arxiv.org/abs/1905.04175v1,199
http://arxiv.org/abs/1905.04175v1,200
http://arxiv.org/abs/1905.04175v1,200
http://arxiv.org/abs/1905.04175v1,73
http://arxiv.org/abs/1905.04175v1,177
http://arxiv.org/abs/1901.04289v2,201
http://arxiv.org/abs/1905.01987v2,202
http://arxiv.org/abs/1905.01987v2,202
http://arxiv.org/abs/1905.01987v2,202
http://arxiv.org/abs/1905.04051v1,203
http://arxiv.org/abs/1905.04051v1,203
http://arxiv.org/abs/1905.04037v1,204
http://arxiv.org/abs/1905.04037v1,204
http://arxiv.org/abs/1905.04037v1,204
http://arxiv.org/abs/1905.03808v1,205
http://arxiv.org/abs/1905.03808v1,205
http://arxiv.org/abs/1905.03808v1,205
http://arxiv.org/abs/1905.03808v1,205
http://arxiv.org/abs/1810.08661v2,206
http://arxiv.org/abs/1810.08661v2,207
http://arxiv.org/abs/1810.08661v2,208
http://arxiv.org/abs/1805.10891v3,209
http://arxiv.org/abs/1805.10891v3,209
http://arxiv.org/abs/1805.10891v3,209
http://arxiv.org/abs/1904.11116v2,210
http://arxiv.org/abs/1904.11116v2,210
http://arxiv.org/abs/1904.11116v2,210
http://arxiv.org/abs/1905.02544v1,203
http://arxiv.org/abs/1905.02544v1,203
http://arxiv.org/abs/1905.02374v1,37
http://arxiv.org/abs/1905.02374v1,37
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1903.09312v2,211
http://arxiv.org/abs/1809.05649v2,212
http://arxiv.org/abs/1809.05649v2,213
http://arxiv.org/abs/1809.05649v2,212
http://arxiv.org/abs/1809.05649v2,214
http://arxiv.org/abs/1809.05649v2,215
http://arxiv.org/abs/1905.02075v1,188
http://arxiv.org/abs/1905.02076v1,188
http://arxiv.org/abs/1905.02074v1,188
http://arxiv.org/abs/1905.01208v1,192
http://arxiv.org/abs/1905.01208v1,216
http://arxiv.org/abs/1905.01208v1,216
http://arxiv.org/abs/1905.01208v1,216
http://arxiv.org/abs/1807.04839v3,217
http://arxiv.org/abs/1807.04839v3,217
http://arxiv.org/abs/1905.01365v1,218
http://arxiv.org/abs/1905.01365v1,218
http://arxiv.org/abs/1905.01365v1,219
http://arxiv.org/abs/1905.01365v1,220
http://arxiv.org/abs/1905.00687v1,221
http://arxiv.org/abs/1905.00687v1,221
http://arxiv.org/abs/1905.00687v1,221
http://arxiv.org/abs/1704.04706v2,222
http://arxiv.org/abs/1809.02251v2,223
http://arxiv.org/abs/1809.02251v2,223
http://arxiv.org/abs/1809.02251v2,223
http://arxiv.org/abs/1809.02251v2,223
http://arxiv.org/abs/1809.02253v2,223
http://arxiv.org/abs/1809.02253v2,223
http://arxiv.org/abs/1809.02253v2,223
http://arxiv.org/abs/1809.02253v2,223
http://arxiv.org/abs/1804.00644v2,223
http://arxiv.org/abs/1804.00644v2,223
http://arxiv.org/abs/1804.00644v2,223
http://arxiv.org/abs/1804.00644v2,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1804.00732v3,223
http://arxiv.org/abs/1809.10581v2,224
http://arxiv.org/abs/1809.10581v2,225
http://arxiv.org/abs/1809.10581v2,224
http://arxiv.org/abs/1809.10581v2,224
http://arxiv.org/abs/1809.10581v2,224
http://arxiv.org/abs/1901.03048v2,226
http://arxiv.org/abs/1901.03048v2,226
http://arxiv.org/abs/1701.00140v5,227
http://arxiv.org/abs/1701.00140v5,228
http://arxiv.org/abs/1701.00140v5,228
http://arxiv.org/abs/1904.12331v1,229
http://arxiv.org/abs/1904.12331v1,229
http://arxiv.org/abs/1904.12085v1,230
http://arxiv.org/abs/1904.12068v1,231
http://arxiv.org/abs/1811.06825v2,232
http://arxiv.org/abs/1904.11815v1,233
http://arxiv.org/abs/1904.11815v1,234
http://arxiv.org/abs/1904.11777v1,235
http://arxiv.org/abs/1904.11705v1,236
http://arxiv.org/abs/1904.11705v1,237
http://arxiv.org/abs/1904.11705v1,238
http://arxiv.org/abs/1904.11704v1,239
http://arxiv.org/abs/1904.11281v1,240
http://arxiv.org/abs/1904.11281v1,241
http://arxiv.org/abs/1904.11145v1,242
http://arxiv.org/abs/1904.11145v1,243
http://arxiv.org/abs/1904.10876v1,244
http://arxiv.org/abs/1904.10876v1,245
http://arxiv.org/abs/1904.10876v1,244
http://arxiv.org/abs/1904.10876v1,246
http://arxiv.org/abs/1904.10876v1,244
http://arxiv.org/abs/1904.10876v1,244
http://arxiv.org/abs/1904.11356v1,135
http://arxiv.org/abs/1904.11356v1,135
http://arxiv.org/abs/1904.11356v1,135
http://arxiv.org/abs/1904.11356v1,135
http://arxiv.org/abs/1904.10674v1,247
http://arxiv.org/abs/1904.10674v1,247
http://arxiv.org/abs/1904.10674v1,247
http://arxiv.org/abs/1904.10960v1,248
http://arxiv.org/abs/1904.10960v1,249
http://arxiv.org/abs/1904.10960v1,249
http://arxiv.org/abs/1904.10960v1,248
http://arxiv.org/abs/1904.10960v1,249
http://arxiv.org/abs/1904.10960v1,248
http://arxiv.org/abs/1904.10960v1,248
http://arxiv.org/abs/1904.10960v1,250
http://arxiv.org/abs/1904.10960v1,250
http://arxiv.org/abs/1904.10960v1,249
http://arxiv.org/abs/1904.10960v1,251
http://arxiv.org/abs/1904.10960v1,248
http://arxiv.org/abs/1903.08763v3,252
http://arxiv.org/abs/1903.08763v3,252
http://arxiv.org/abs/1903.08763v3,253
http://arxiv.org/abs/1904.10108v1,254
http://arxiv.org/abs/1904.10800v1,255
http://arxiv.org/abs/1904.10107v1,256
http://arxiv.org/abs/1904.10107v1,257
http://arxiv.org/abs/1904.10107v1,258
http://arxiv.org/abs/1904.10105v1,259
http://arxiv.org/abs/1904.09561v1,260
http://arxiv.org/abs/1904.09561v1,261
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1904.09559v1,6
http://arxiv.org/abs/1810.10525v3,49
http://arxiv.org/abs/1810.10525v3,49
http://arxiv.org/abs/1904.09491v1,262
http://arxiv.org/abs/1904.09491v1,262
http://arxiv.org/abs/1904.09491v1,262
http://arxiv.org/abs/1904.09491v1,263
http://arxiv.org/abs/1904.09352v1,264
http://arxiv.org/abs/1904.09352v1,264
http://arxiv.org/abs/1904.09352v1,264
http://arxiv.org/abs/1904.09352v1,264
http://arxiv.org/abs/1904.09352v1,264
http://arxiv.org/abs/1811.00484v2,265
http://arxiv.org/abs/1811.00484v2,265
http://arxiv.org/abs/1811.00484v2,266
http://arxiv.org/abs/1904.09266v1,267
http://arxiv.org/abs/1904.09266v1,267
http://arxiv.org/abs/1904.09266v1,267
http://arxiv.org/abs/1904.09111v1,184
http://arxiv.org/abs/1904.09111v1,184
http://arxiv.org/abs/1904.09111v1,186
http://arxiv.org/abs/1904.09111v1,184
http://arxiv.org/abs/1904.09111v1,268
http://arxiv.org/abs/1904.09111v1,184
http://arxiv.org/abs/1904.09108v1,269
http://arxiv.org/abs/1904.09108v1,270
http://arxiv.org/abs/1904.09108v1,203
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,271
http://arxiv.org/abs/1904.08988v1,272
http://arxiv.org/abs/1904.08988v1,272
http://arxiv.org/abs/1904.08721v1,273
http://arxiv.org/abs/1904.08721v1,273
http://arxiv.org/abs/1904.08721v1,274
http://arxiv.org/abs/1904.08721v1,274
